"Name","Label","Betweenness Centrality (BC)","Ranking by BC","Degree"
"starPep_00000","Peptide","38492.43475782546","16","61"
"HIV","Target","5276.9657217597705","290","44"
"Virus","Target","0.0","2066","1"
"Xanthomonas oryzae","Target","0.0","2067","1"
"Xanthomonas","Target","5200.0","327","2"
"Xanthomonadaceae","Target","2601.0","518","2"
"Xanthomonadales","Target","0.0","2068","1"
"Gammaproteobacteria","Target","7.0","1996","2"
"Proteobacteria","Target","508.76700120897164","946","2"
"Negibacteria","Target","3102.767001208971","420","2"
"Bacteria","Target","8293.767001208977","199","3"
"kingdoms","Target","0.0","2069","1"
"Propionibacterium acnes","Target","8140.379398224509","203","19"
"Propionibacterium","Target","5200.000000000002","317","2"
"Propionibacteriaceae","Target","2601.000000000001","503","2"
"Propionibacterineae","Target","0.0","2070","1"
"Actinomycetales","Target","5199.999999999999","342","2"
"Actinobacteridae","Target","2600.9999999999995","535","2"
"Actinobacteria","Target","0.0","2071","1"
"Posibacteria","Target","0.0","2072","1"
"Candida albicans","Target","166108.0341513725","6","627"
"Candida","Target","10396.284835437113","157","4"
"Saccharomycetales","Target","7796.999999999996","254","2"
"Saccharomycetidae","Target","5199.999999999998","345","2"
"Saccharomycetes","Target","2600.999999999999","541","2"
"Saccharomycotina","Target","0.0","2073","1"
"Ascomycota","Target","5200.000000000005","307","2"
"Dikarya","Target","2601.0000000000023","487","2"
"Fungi","Target","0.0","2074","1"
"Fusobacterium varium","Target","3.897134888615463","2012","4"
"Fusobacterium","Target","10391.999999999985","186","2"
"Fusobacteriaceae","Target","7796.99999999999","262","2"
"Fusobacteriales","Target","5199.999999999993","367","2"
"Fusobacteriia","Target","2600.9999999999964","571","2"
"Fusobacteria","Target","0.0","2075","1"
"Listeria monocytogenes","Target","15300.305795175318","101","96"
"Listeria","Target","2600.9999999999995","536","2"
"Listeriaceae","Target","0.0","2076","1"
"Bacillales","Target","7797.000000000004","229","2"
"Bacilli","Target","5200.000000000002","318","2"
"Firmicutes","Target","2601.000000000001","504","2"
"Prevotella melaninogenica","Target","5203.897134888625","300","5"
"Prevotella","Target","2601.0000000000014","500","2"
"Prevotellaceae","Target","0.0","2077","1"
"Bacteroidales","Target","2600.999999999999","542","2"
"Bacteroidia","Target","0.0","2078","1"
"Bacteroidetes","Target","0.0","2079","1"
"Acinetobacter calcoaceticus","Target","671.6829362315367","858","29"
"Acinetobacter","Target","2616.0366063092256","471","6"
"Moraxellaceae","Target","0.0","2080","1"
"Pseudomonadales","Target","0.0","2081","1"
"Prostate cancer","Target","934.0182705059291","779","18"
"Cancer","Target","0.0","2082","1"
"Cervical cancer","Target","465.61669392313047","975","18"
"Bacillus subtilis","Target","169686.68113657873","5","598"
"Bacillus","Target","13336.035952002125","108","30"
"Bacillaceae","Target","10392.000000000004","167","2"
"Saccharomyces cerevisiae","Target","11628.709353062353","140","113"
"Saccharomyces","Target","2617.9515021037855","469","4"
"Saccharomycetaceae","Target","0.0","2083","1"
"Staphylococcus aureus","Target","491926.86717080756","3","1114"
"Staphylococcus","Target","2856.336456097365","434","14"
"Staphylococcaceae","Target","0.0","2084","1"
"Enterobacter cloacae","Target","6162.991980354901","276","87"
"Enterobacter","Target","0.0","2085","2"
"Enterobacteriaceae","Target","4691.232998791026","375","2"
"Enterobacteriales","Target","2098.232998791027","627","2"
"Mycoplasma mycoides","Target","2634.6066052128995","463","8"
"Mycoplasma","Target","0.0","2086","1"
"Mycoplasmataceae","Target","5200.0","328","2"
"Mycoplasmatales","Target","2601.0","519","2"
"Tenericutes","Target","0.0","2087","1"
"Pseudomonas aeruginosa","Target","261043.0325166502","4","810"
"Pseudomonas","Target","5200.41324158999","303","4"
"Pseudomonadaceae","Target","2601.0000000000005","513","2"
"Shigella dysenteriae","Target","2967.8772837968654","427","55"
"Shigella","Target","0.0","2088","1"
"Spiroplasma melliferum","Target","33.6066052128934","1870","7"
"Spiroplasma","Target","5200.000000000005","308","2"
"Spiroplasmataceae","Target","2601.0000000000023","488","2"
"Entomoplasmatales","Target","0.0","2089","1"
"Proteus mirabilis","Target","3177.3642108348436","419","59"
"Proteus","Target","3.299908045633246","2019","3"
"Human pbmc","Target","182.21941323300763","1306","12"
"Red blood","Target","7017.422157770157","268","76"
"Cells","Target","0.0","2090","1"
"Streptococcus","Target","2891.2630536138013","431","29"
"Streptococcaceae","Target","0.0","2091","1"
"Lactobacillales","Target","0.0","2092","1"
"Klebsiella pneumoniae","Target","28021.041288241046","34","229"
"Klebsiella","Target","0.7618101178515976","2044","3"
"Vibrio vulnificus","Target","107.70780831300227","1608","12"
"Vibrio","Target","5200.000000000005","309","2"
"Vibrionaceae","Target","2601.0000000000023","489","2"
"Vibrionales","Target","0.0","2093","1"
"Clostridium tertium","Target","3.897134888615463","2013","4"
"Clostridium","Target","0.0","2094","1"
"Clostridiaceae","Target","5199.999999999996","361","2"
"Clostridiales","Target","2600.999999999998","562","2"
"Clostridia","Target","0.0","2095","1"
"Streptococcus mutans","Target","2371.3884598804216","593","29"
"Spiroplasma citri","Target","33.6066052128934","1871","7"
"Pseudomonas putida","Target","1582.4242890099179","665","41"
"Salmonella typhimurium","Target","61096.98049987465","9","342"
"Salmonella","Target","29.270144232131678","1881","4"
"Trichosporon beigelii","Target","3264.455963395807","417","54"
"Trichosporonaceae","Target","0.0","2096","1"
"Tremellales","Target","7797.000000000005","228","2"
"Tremellomycetes","Target","5200.000000000004","311","2"
"Agaricomycotina","Target","2601.000000000002","491","2"
"Basidiomycota","Target","0.0","2097","1"
"Mouse erythrocytes","Target","36360.11019415488","17","48"
"Spiroplasma floricola","Target","7830.606605212877","210","8"
"Mycobacterium tuberculosis","Target","2049.7594448259583","628","31"
"Mycobacterium","Target","2626.5665692007797","467","10"
"Mycobacteriaceae","Target","0.0","2098","1"
"Corynebacterineae","Target","7796.999999999998","246","2"
"Staphylococcus epidermidis","Target","50712.754432593916","11","362"
"Escherichia coli","Target","687160.3279528636","2","1256"
"Escherichia","Target","7285.232998791025","265","2"
"Acholeplasma laidlawii","Target","7896.756000755307","207","10"
"Acholeplasma","Target","5200.0","329","2"
"Acholeplasmataceae","Target","2601.0","520","2"
"Acholeplasmatales","Target","0.0","2099","1"
"Breast cancer","Target","6527.462749880058","273","62"
"Streptococcus pyogenes","Target","3921.2995459998447","394","68"
"Peptostreptococcus anaerobius","Target","5203.897134888626","299","5"
"Peptostreptococcus","Target","2601.0000000000014","501","2"
"Peptostreptococcaceae","Target","0.0","2100","1"
"Human erythrocytes","Target","1291503.7453101696","1","1441"
"Streptococcus pneumoniae","Target","879.6695927065495","794","32"
"Trypanosoma","Target","1243.49072000135","722","33"
"Trypanosomatina","Target","4730.456829967305","374","2"
"Kinetoplastida","Target","2136.5208881175377","622","2"
"Zoomastigophora","Target","9.250854768390672","1972","2"
"Mastigophora","Target","472.7312390551529","969","2"
"Sarcomastigophora","Target","3063.544442436873","421","2"
"Protozoa","Target","5673.160970185591","286","10"
"Clostridium septicum","Target","3.897134888615463","2014","4"
"Skin cancer","Target","630.9827025101658","882","22"
"Streptococcus sanguinis","Target","733.4254068765382","847","23"
"Enterococcus faecalis","Target","23055.364744644867","51","177"
"Enterococcus","Target","5293.285669072058","289","10"
"Enterococcaceae","Target","2601.000000000002","492","2"
"Fusobacterium nucleatum","Target","13229.037439417318","110","14"
"Bacillus megaterium","Target","12404.135893646957","132","135"
"Rat erythrocytes","Target","43377.48587948035","12","124"
"Acinetobacter baumannii","Target","8182.800249248152","202","117"
"Bacteroides fragilis","Target","5226.015451591106","293","6"
"Bacteroides","Target","2601.0000000000014","502","2"
"Bacteroidaceae","Target","0.0","2101","1"
"Herpes simplex","Target","400.9730780937967","1031","12"
"Clostridium perfringens","Target","2785.0952291842877","436","10"
"Streptococcus gordonii","Target","62.59181043629351","1813","5"
"Mycobacterium avium","Target","177.78293791366133","1332","10"
"Mycoplasma gallisepticum","Target","33.6066052128934","1872","7"
"Human histiocytic","Target","107.53372487269041","1609","12"
"Leishmania","Target","9510.173551945329","188","40"
"Colon cancer","Target","642.1290994628687","879","18"
"Enterococcus faecium","Target","2507.8715586890753","579","52"
"Streptococcus salivarius","Target","71.0618235846031","1798","6"
"Lung cancer","Target","929.3713231824845","781","30"
"starPep_00001","Peptide","52007.07106574355","10","62"
"Leukemia cancer","Target","426.55717352498124","1010","36"
"Serratia marcescens","Target","3692.932216757644","397","53"
"Serratia","Target","33.34528013785134","1873","10"
"Lymphoma cancer","Target","68.11551066232995","1807","6"
"Salmonella enteritidis","Target","779.89495132762","821","19"
"Channel catfish","Target","52.99651698762418","1834","7"
"Hepatitis C","Target","2857.5604872338995","433","19"
"Hepatitis virus","Target","0.0","2102","1"
"Xanthomonas axonopodis","Target","707.9893705714935","851","19"
"Citrobacter freundii","Target","509.67246227447305","944","11"
"Citrobacter","Target","0.0","2103","2"
"Mouse fibroblasts","Target","2886.523031085848","432","66"
"Proteus vulgaris","Target","2126.4734574371537","624","62"
"Mycobacterium smegmatis","Target","151.6020886211455","1449","9"
"Pancreatic cancer","Target","0.0","2104","1"
"Plasmodium","Target","3670.3885476020046","398","38"
"Apicomplexa","Target","0.0","2105","1"
"Corynebacterium diphtheriae","Target","115.18750072748313","1573","4"
"Corynebacterium","Target","2631.8540969899655","465","3"
"Corynebacteriaceae","Target","0.0","2106","1"
"Human hepatocellular","Target","387.2487392342252","1052","24"
"Euglena gracilis","Target","12985.0","123","2"
"Euglena","Target","10392.0","173","2"
"Euglenaceae","Target","7796.999999999999","245","2"
"Euglenales","Target","5200.0","330","2"
"Euglenophyceae","Target","2601.0","521","2"
"Euglenophycota","Target","0.0","2107","1"
"Cryptococcus neoformans","Target","19107.363554964017","66","71"
"Cryptococcus","Target","12985.000000000007","120","2"
"Tremellaceae","Target","10392.000000000007","163","2"
"Hematopoietic cancer","Target","1.821401296120714","2031","2"
"Klebsiella oxytoca","Target","1090.6234725876345","749","33"
"Shigella flexneri","Target","514.0831401595374","942","19"
"Human gastric","Target","880.5215730393282","793","20"
"Ewing sarcoma","Target","1.821401296120714","2032","2"
"Streptococcus faecalis","Target","104.58911152806824","1685","11"
"Paramecium caudatum","Target","18170.865325151102","70","5"
"Paramecium","Target","15576.0","94","2"
"Parameciidae","Target","12985.0","124","2"
"Peniculina","Target","10392.0","174","2"
"Hymenostomatida","Target","7797.0","238","2"
"Rhabdophorina","Target","5200.0","331","2"
"Ciliatea","Target","2601.0","522","2"
"Ciliophora","Target","0.0","2108","1"
"Amoeba proteus","Target","5200.0","332","2"
"Amoeba","Target","2601.0","523","2"
"Amoebidae","Target","0.0","2109","1"
"Amoebida","Target","7797.000000000009","222","2"
"Lobosa","Target","5200.000000000006","305","2"
"Rhizopoda","Target","2601.000000000003","485","2"
"Sarcodina","Target","0.0","2110","1"
"Bladder cancer","Target","6.323112271466634","1998","2"
"Sheep erythrocytes","Target","106681.28445070381","7","114"
"Shigella sonnei","Target","522.4318853660145","927","21"
"Micrococcus luteus","Target","25037.265478394755","46","221"
"Micrococcus","Target","5220.861410593845","295","4"
"Micrococcaceae","Target","2601.0","524","2"
"Micrococcineae","Target","0.0","2111","1"
"Enterobacter aerogenes","Target","776.3789261875695","826","23"
"Streptococcus agalactiae","Target","457.57215270627654","978","27"
"starPep_00002","Peptide","32493.69125324221","25","53"
"Pseudomonas corrugata","Target","1.1829435167242333","2039","2"
"Candida utilis","Target","2.883084523283838","2022","3"
"Cladosporium herbarum","Target","7798.18294351674","219","3"
"Cladosporium","Target","5199.999999999998","346","2"
"Capnodiales","Target","2600.999999999999","543","2"
"Dothideomycetidae","Target","0.0","2112","1"
"Dothideomycetes","Target","0.0","2113","1"
"Pezizomycotina","Target","7797.000000000007","224","2"
"Alternaria alternata","Target","1.1829435167242333","2040","2"
"Alternaria","Target","10519.473131652205","155","5"
"Pleosporaceae","Target","7796.999999999998","247","2"
"Pleosporales","Target","5199.999999999998","347","2"
"Pleosporomycetidae","Target","2600.999999999999","544","2"
"Botrytis cinerea","Target","26478.204934692676","37","43"
"Botrytis","Target","20752.000000000015","61","2"
"Sclerotiniaceae","Target","18165.000000000015","72","2"
"Helotiales","Target","15576.000000000013","89","2"
"Leotiomycetidae","Target","12985.000000000011","117","2"
"Leotiomycetes","Target","10392.00000000001","162","2"
"Bacillus cereus","Target","5041.899990747754","371","71"
"Pectobacterium carotovorum","Target","2602.1829435167188","482","3"
"Pectobacterium","Target","0.0","2114","1"
"Xanthomonas vesicatoria","Target","154.46420503928778","1444","12"
"Corynebacterium xerosis","Target","596.6563706258254","898","29"
"HIV-1","Target","197.58662150660055","1292","16"
"Pseudomonas syringae","Target","1084.0671253774601","751","41"
"Clavibacter michiganensis","Target","5201.18294351674","302","3"
"Clavibacter","Target","2600.999999999999","545","2"
"Microbacteriaceae","Target","0.0","2115","1"
"Staphylococcus haemolyticus","Target","353.5941170311782","1075","15"
"Fusarium solani","Target","1036.6879568001718","766","16"
"Nectriaceae","Target","7797.000000000003","230","2"
"Hypocreales","Target","5200.000000000002","319","2"
"Hypocreomycetidae","Target","2601.000000000001","505","2"
"Sordariomycetes","Target","0.0","2116","1"
"Human lung","Target","4229.378580606974","388","78"
"Salmonella enterica","Target","5912.424847328236","281","80"
"starPep_00003","Peptide","11725.558168180445","139","33"
"Candida tropicalis","Target","1578.9474317946128","666","48"
"Pichia pastoris","Target","2700.6017505213053","456","11"
"Pichia","Target","0.0","2117","1"
"Human dendritic","Target","1.3986956809505469","2038","2"
"Human myelogenous","Target","890.2893882772076","787","51"
"Human lymphoblastic","Target","53.49607546462172","1833","8"
"Human embryonic","Target","70.37158775466679","1802","14"
"Human breast","Target","1966.1131388935282","633","76"
"Human cervical","Target","4107.916609573527","393","55"
"Human promyelocytic","Target","88.48814893876936","1731","11"
"Salmonella minnesota","Target","2.1772540886660114","2028","3"
"Porphyromonas gingivalis","Target","11153.74566860178","144","11"
"Porphyromonas","Target","7796.999999999996","255","2"
"Porphyromonadaceae","Target","5199.999999999998","348","2"
"Corynebacterium glutamicum","Target","2.824709883574955","2023","2"
"starPep_00004","Peptide","28480.633854848325","32","43"
"Vaccinia virus","Target","19.918924119382485","1901","6"
"Haemophilus influenzae","Target","2645.163221642779","460","8"
"Haemophilus","Target","0.0","2118","1"
"Pasteurellaceae","Target","2600.999999999999","546","2"
"Pasteurellales","Target","0.0","2119","1"
"Helicobacter pylori","Target","10664.17171312725","145","18"
"Helicobacter","Target","7796.999999999992","260","2"
"Helicobacteraceae","Target","5199.9999999999945","365","2"
"Campylobacterales","Target","2600.9999999999973","569","2"
"Epsilonproteobacteria","Target","0.0","2120","1"
"Bacillus anthracis","Target","865.0456995534179","800","30"
"Aggregatibacter actinomycetemcomitans","Target","7811.711372215539","212","5"
"Aggregatibacter","Target","5199.999999999998","349","2"
"Stenotrophomonas maltophilia","Target","1534.8266402669528","675","31"
"Stenotrophomonas","Target","0.12421465081608549","2062","3"
"Achromobacter xylosoxidans","Target","2603.611820226959","475","3"
"Achromobacter","Target","0.0","2121","1"
"Alcaligenaceae","Target","5200.0","333","2"
"Burkholderiales","Target","2601.0","525","2"
"Betaproteobacteria","Target","0.0","2122","1"
"Burkholderia pseudomallei","Target","3.989534046470761","2011","3"
"Burkholderia","Target","0.0","2123","1"
"Burkholderiaceae","Target","0.0","2124","1"
"Human dermal","Target","0.0","2125","1"
"Burkholderia thailandensis","Target","3487.067814516318","406","33"
"Mycobacterium bovis","Target","9.521349573547248","1971","3"
"Francisella tularensis","Target","7807.447128009534","214","3"
"Francisella","Target","5199.999999999996","362","2"
"Francisellaceae","Target","2600.999999999998","563","2"
"Thiotrichales","Target","0.0","2126","1"
"Methicillin-resistant staphylococcus-aureus","Target","259.44651477741684","1201","31"
"Lactobacillus casei","Target","75.26789795506977","1788","4"
"Lactobacillus","Target","0.0","2127","1"
"Lactobacillaceae","Target","0.0","2128","1"
"starPep_00005","Peptide","18557.06038940388","67","52"
"Neurospora crassa","Target","8060.9796273116035","204","17"
"Sordariaceae","Target","5200.000000000005","310","2"
"Sordariales","Target","2601.0000000000023","490","2"
"Sordariomycetidae","Target","0.0","2129","1"
"Vibrio cholerae","Target","32.96885132641246","1874","8"
"Streptococcus iniae","Target","68.86920014598219","1804","9"
"Staphylococcus saprophyticus","Target","184.9173287749805","1303","14"
"Aeromonas salmonicida","Target","8493.107593312705","196","38"
"Aeromonas","Target","5200.000000000004","312","2"
"Aeromonadaceae","Target","2601.000000000002","493","2"
"Aeromonadales","Target","0.0","2130","1"
"Aeromonas hydrophila","Target","148.5154220513662","1458","15"
"Frog virus","Target","12.021838685789664","1958","5"
"Fusarium culmorum","Target","174.81140883393823","1340","12"
"Candida lusitaniae","Target","5.38075847003613","2004","3"
"Tetrahymena pyriformis","Target","7797.385779848082","220","3"
"Tetrahymena","Target","5199.999999999998","350","2"
"Tetrahymenidae","Target","2600.999999999999","547","2"
"Tetrahymenina","Target","0.0","2131","1"
"Fusarium oxysporum","Target","14612.505968884985","102","45"
"Candida glabrata","Target","3265.455267425879","416","31"
"Streptococcus bovis","Target","139.55877380963278","1519","6"
"Yersinia enterocolitica","Target","3202.7862862003985","418","19"
"Yersinia","Target","0.0","2132","1"
"Burkholderia cepacia","Target","136.15817342341887","1529","11"
"Streptococcus equisimilis","Target","0.3857798480896875","2060","2"
"Staphylococcus xylosus","Target","88.91832414150367","1730","8"
"Lactococcus garvieae","Target","63.01503601033761","1812","8"
"Lactococcus","Target","0.0","2133","1"
"Streptococcus mitis","Target","7.254036340630801","1995","5"
"Vibrio alginolyticus","Target","58.668813889993494","1821","9"
"Aspergillus fumigatus","Target","12246.579236033303","133","49"
"Trichocomaceae","Target","7796.999999999997","248","2"
"Eurotiales","Target","5199.999999999998","351","2"
"Eurotiomycetidae","Target","2600.999999999999","548","2"
"Eurotiomycetes","Target","0.0","2134","1"
"CEM-SS cells","Target","429.5434170005215","1008","21"
"Salmonella choleraesuis","Target","132.1298196172074","1538","11"
"starPep_00006","Peptide","2520.4358480240626","577","22"
"Staphylococcus capitis","Target","52.65570962486619","1835","26"
"Human keratinocytes","Target","69.58460670539347","1803","15"
"Yersinia pseudotuberculosis","Target","145.1931530264204","1471","34"
"starPep_00007","Peptide","8011.026534446778","205","17"
"Guinea-Pig erythrocytes","Target","33938.35336940601","22","33"
"Pig erythrocytes","Target","1042.1664397918228","765","18"
"Spodoptera litura","Target","1.0457120733133154","2041","3"
"Spodoptera","Target","12985.0","125","2"
"Prodeniini","Target","10392.0","175","2"
"Noctuinae","Target","7797.0","239","2"
"Noctuidae","Target","5200.0","334","2"
"Noctuoidea","Target","2601.0","526","2"
"Lepidoptera","Target","0.0","2135","1"
"Holometabola","Target","18165.0","75","2"
"Neoptera","Target","15576.000000000002","92","2"
"Pterygota","Target","12985.000000000002","121","2"
"Insecta","Target","10392.000000000002","171","2"
"Hexapoda","Target","7797.000000000002","234","2"
"Arthropoda","Target","5200.000000000001","324","2"
"Ecdysozoa","Target","2601.0000000000005","514","2"
"Protostomia","Target","0.0","2136","1"
"Bilateria","Target","2601.0","527","2"
"Animalia","Target","0.0","2137","1"
"starPep_00008","Peptide","29491.0294128835","28","51"
"Vibrio anguillarum","Target","156.7943004360832","1430","13"
"Vibrio parahaemolyticus","Target","7859.7344319130525","209","11"
"Vibrio harveyi","Target","17.50677167431353","1909","5"
"Lactobacillus acidophilus","Target","2713.962928535112","455","7"
"Aspergillus niger","Target","1060.8162367705718","761","33"
"Rabbit erythrocytes","Target","35942.56104473135","20","105"
"Streptococcus sobrinus","Target","22.178642270135057","1895","4"
"Aspergillus flavus","Target","410.8236376665229","1022","36"
"Leucothrix mucor","Target","5199.999999999999","343","2"
"Leucothrix","Target","2600.9999999999995","537","2"
"Thiotrichaceae","Target","0.0","2138","1"
"Lactobacillus fermentum","Target","3.4385879276636424","2016","2"
"Nectria haematococca","Target","25926.168919505526","40","6"
"Nectria","Target","23337.0","48","2"
"Goniasteridae","Target","20752.0","63","2"
"Valvatida","Target","18165.0","76","2"
"Valvatacea","Target","15576.0","95","2"
"Asteroidea","Target","12985.0","126","2"
"Asterozoa","Target","10392.0","176","2"
"Echinodermata","Target","7797.0","240","2"
"Deuterostomia","Target","5200.0","335","2"
"Aerococcus viridans","Target","5238.354546597127","292","10"
"Aerococcus","Target","2601.000000000002","494","2"
"Aerococcaceae","Target","0.0","2139","1"
"starPep_00010","Peptide","6472.8299917874","274","22"
"Aeromonas caviae","Target","5.271533451510859","2006","5"
"Vero cells","Target","0.6338034591717775","2059","2"
"Nocardia brasiliensis","Target","5.271533451510859","2007","5"
"Nocardia","Target","12995.999999999998","113","3"
"Nocardiaceae","Target","10391.999999999998","180","2"
"starPep_00011","Peptide","5118.764214300016","370","24"
"Renal cancer","Target","12.466220800920935","1954","8"
"Human prostate","Target","304.3776888378624","1119","25"
"Liver cancer","Target","0.0","2140","1"
"starPep_00012","Peptide","328.9010784448957","1092","8"
"Pasteurella multocida","Target","2636.5103229251695","462","9"
"Pasteurella","Target","0.0","2141","1"
"Leuconostoc lactis","Target","2603.4750244265488","476","5"
"Leuconostoc","Target","0.0","2142","1"
"Leuconostocaceae","Target","0.0","2143","1"
"Listeria innocua","Target","183.351594484657","1305","12"
"Streptococcus uberis","Target","2.4750244265488472","2026","4"
"starPep_00015","Peptide","8236.832942839883","201","23"
"Bacillus thuringiensis","Target","299.1970658472932","1135","19"
"Erwinia carotovora","Target","2633.037521180672","464","8"
"Erwinia","Target","0.0","2144","1"
"starPep_00016","Peptide","1293.7910624840856","718","12"
"Magnoliopsida","Target","15576.000000000011","90","2"
"Spermatophytina","Target","12985.00000000001","118","2"
"Tracheophyta","Target","10392.000000000007","164","2"
"Embryophyta","Target","7797.000000000006","225","2"
"Streptophyta","Target","5200.000000000004","313","2"
"Viridiplantae","Target","2601.000000000002","495","2"
"Plantae","Target","0.0","2145","1"
"Fusarium moniliforme","Target","24.70860181578859","1885","7"
"starPep_00018","Peptide","17538.728882426563","80","41"
"Xenorhabdus nematophila","Target","2601.000000000002","496","2"
"Xenorhabdus","Target","0.0","2146","1"
"Pseudomonas otitidis","Target","0.0","2147","1"
"Erwinia amylovora","Target","106.10306464487093","1651","14"
"Jurkat cells","Target","82.72023986923976","1744","29"
"Bacillus licheniformis","Target","36.285626319202926","1868","9"
"starPep_00020","Peptide","25084.438266752662","45","42"
"Neisseria gonorrhoeae","Target","21425.831348457214","57","37"
"Neisseria","Target","5200.0","336","2"
"Neisseriaceae","Target","2601.0","528","2"
"Neisseriales","Target","0.0","2148","1"
"Human epithelial","Target","180.76698837133765","1309","10"
"Dengue virus","Target","0.0","2149","1"
"Fibrosarcoma","Target","6.66188551798107","1997","4"
"starPep_00022","Peptide","2642.684331946989","461","15"
"Fusarium graminearum","Target","0.0","2150","1"
"starPep_00025","Peptide","87035.41733278047","8","72"
"Micrococcus flavus","Target","0.0","2151","1"
"Staphylococcus hominis","Target","40.07862250815322","1867","3"
"Bacteroides vulgatus","Target","0.0","2152","1"
"Candida parapsilosis","Target","467.9764259154415","971","25"
"Bifidobacterium breve","Target","0.0","2153","1"
"Bifidobacterium","Target","5199.999999999998","352","2"
"Bifidobacteriaceae","Target","2600.999999999999","549","2"
"Bifidobacteriales","Target","0.0","2154","1"
"Staphylococcus carnosus","Target","67.42322588784194","1808","7"
"Campylobacter jejuni","Target","5223.5066401638005","294","4"
"Campylobacter","Target","2600.999999999998","564","2"
"Campylobacteraceae","Target","0.0","2155","1"
"Cryptococcus uniguttulatus","Target","0.0","2156","1"
"Cryptococcus albidus","Target","0.0","2157","1"
"Streptococcus thermophilus","Target","0.0","2158","1"
"Bifidobacterium longum","Target","0.0","2159","1"
"Corynebacterium renale","Target","0.0","2160","1"
"Bacillus circulans","Target","0.0","2161","1"
"Serratia liquefaciens","Target","0.0","2162","1"
"Pseudomonas fluorescens","Target","20.606258290875168","1900","4"
"Candida guilliermondii","Target","85.96032047378259","1741","7"
"Clostridium paraputrificum","Target","0.0","2163","1"
"Sporothrix schenckii","Target","5212.619212381055","296","3"
"Sporothrix","Target","2600.9999999999986","558","2"
"Cephalothecaceae","Target","0.0","2164","1"
"Giardia lamblia","Target","7796.999999999997","249","2"
"Giardia","Target","5199.999999999998","353","2"
"Hexamitidae","Target","2600.999999999999","550","2"
"Diplomonadida","Target","0.0","2165","1"
"Corynebacterium ammoniagenes","Target","0.0","2166","1"
"Bifidobacterium adolescentis","Target","7796.999999999997","250","2"
"Trichosporum cutaneum","Target","5199.999999999998","354","2"
"Trichosporum","Target","2600.999999999999","551","2"
"Piedraiaceae","Target","0.0","2167","1"
"Streptococcus lactis","Target","29.997168560628978","1879","5"
"Candida krusei","Target","338.5844274101128","1084","20"
"starPep_00032","Peptide","10609.673202485787","146","29"
"Lactococcus lactis","Target","2699.951303534125","457","15"
"Horse erythrocytes","Target","4183.220441697859","389","44"
"Acheta domesticus","Target","20782.09802541938","59","11"
"Acheta","Target","18165.000000000015","73","2"
"Gryllinae","Target","15576.000000000011","91","2"
"Gryllidae","Target","12985.00000000001","119","2"
"Grylloidea","Target","10392.000000000007","165","2"
"Gryllidea","Target","7797.000000000006","226","2"
"Ensifera","Target","5200.000000000004","314","2"
"Orthoptera","Target","2601.000000000002","497","2"
"Polyneoptera","Target","0.0","2168","1"
"Alcaligenes faecalis","Target","10604.378067401365","153","18"
"Alcaligenes","Target","7797.000000000001","237","2"
"Listeria ivanovii","Target","55.58998439784077","1829","13"
"Pachycondyla goeldii","Target","41377.82567411812","14","10"
"Pachycondyla","Target","38805.0","15","2"
"Ponerini","Target","36232.0","18","2"
"Ponerinae","Target","33657.0","23","2"
"Formicidae","Target","31080.000000000004","26","2"
"Vespoidea","Target","28501.000000000004","30","2"
"Aculeata","Target","25920.0","42","2"
"Apocrita","Target","23337.0","49","2"
"Hymenoptera","Target","20752.0","64","2"
"starPep_00034","Peptide","186.67259564830147","1299","7"
"starPep_00035","Peptide","3787.192472653607","396","10"
"Brain tumor","Target","148.78022598009565","1457","6"
"Ovarian cancer","Target","15.673971258494856","1917","8"
"starPep_00037","Peptide","4407.048710645732","381","16"
"starPep_00038","Peptide","12.215294442294612","1956","4"
"starPep_00039","Peptide","15941.447628965305","84","18"
"Zymomonas mobilis","Target","10391.999999999995","183","2"
"Zymomonas","Target","7796.999999999996","256","2"
"Sphingomonadaceae","Target","5199.999999999997","360","2"
"Sphingomonadales","Target","2600.9999999999986","559","2"
"Alphaproteobacteria","Target","0.0","2169","1"
"starPep_00041","Peptide","21759.474254589906","55","29"
"Alternaria brassicicola","Target","2.508887669746005","2025","3"
"Ascochyta pisa","Target","2600.9999999999986","560","2"
"Ascochyta","Target","0.0","2170","1"
"Pediococcus acidilactici","Target","5242.246370162562","291","6"
"Pediococcus","Target","2601.0","529","2"
"Alternaria tenuissima","Target","0.0","2171","1"
"Human umbilical","Target","5.938408631225313","2000","3"
"starPep_00042","Peptide","7281.557663970512","266","31"
"starPep_00043","Peptide","2294.759502001446","612","19"
"Nocardia asteroides","Target","1275.9622350153757","719","13"
"starPep_00045","Peptide","2434.4737927801652","587","13"
"starPep_00047","Peptide","1528.9194531750722","679","13"
"starPep_00051","Peptide","16017.690776513455","82","32"
"Vibrio penaeicida","Target","1.5663400031635548","2035","3"
"Actinomyces naeslundii","Target","9.851439495091892","1966","3"
"Actinomyces","Target","5200.0","337","2"
"Actinomycetaceae","Target","2601.0","530","2"
"Actinomycineae","Target","0.0","2172","1"
"Edwardsiella tarda","Target","12.256639493953635","1955","5"
"Edwardsiella","Target","0.0","2173","1"
"Human fibroblasts","Target","24.273228300121623","1887","7"
"Actinomyces viscosus","Target","0.0","2174","1"
"starPep_00055","Peptide","832.8402469520752","805","17"
"starPep_00056","Peptide","2537.459081887943","576","12"
